ï»¿state,rep_district,senate_district,party,prefix,first_name,last_name,suffix,address1,address2,city,address_state,zip,title,leader_title,gender,photo_url,,https://www.senate.gov/general/contact_information/senators_cfm.xml
,,,D,Mr.,Joe,Biden,,1600 Pennsylvania Ave NW,,Washington,DC,20500,,President of the United States,M,https://www.whitehouse.gov/wp-content/uploads/2021/01/joe_hero.jpg,,
,,,D,Ms.,Kamala,Harris,,Einsenhower Executive Office Building,1650 Pennsylvania Ave NW,Washington,DC,20502,,Vice President of the United States,F,https://www.whitehouse.gov/wp-content/uploads/2021/01/kamala_hero.jpg,,
,,,R,Mr.,Donald J.,Trump,,c/o Mar-a-Lago Club,1100 S. Ocean Blvd.,Palm Beach,FL,33480,,Unite States President Elect,,"https://www.whitehouse.gov/wp-content/uploads/2021/01/45_donald_trump.jpg?resize=1200,1200",,
AK,,S,R,,Lisa,Murkowski,,United States Senate,522 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M001153.jpg,,
AK,,S,R,,Dan,Sullivan,,United States Senate,302 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001198.jpg,,
AL,,S,R,,Katie Boyd,Britt,,United States Senate,502 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/118/britt.png,,
AL,,S,R,,Tommy,Tuberville,,United States Senate,455 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/T/T000278.jpg,,
AR,,S,R,,John,Boozman,,United States Senate,555 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001236.jpg,,
AR,,S,R,,Tom,Cotton,,United States Senate,326 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001095.jpg,,
AZ,,S,D,,Ruben,Gallego,,United States Senate,188 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/G/G000574.jpg,,
AZ,,S,D,,Mark,Kelly,,United States Senate,516 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/117/KellyMark.png,,
CA,,S,D,,Alex,Padilla,,United States Senate,331 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/P/P000145.jpg,,
CA,,S,D,,Adam B.,Schiff,,United States Senate,B40B Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001150.jpg,,
CO,,S,D,,Michael F.,Bennet,,United States Senate,261 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001267.jpg,,
CO,,S,D,,John W.,Hickenlooper,,United States Senate,374 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H000273.jpg,,
CT,,S,D,,Richard,Blumenthal,,United States Senate,706 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001277.jpg,,
CT,,S,D,,Christopher,Murphy,,United States Senate,136 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M001169.jpg,,
DE,,S,D,,Lisa,Blunt Rochester,,United States Senate,B40A Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001303.jpg,,
DE,,S,D,,Christopher A.,Coons,,United States Senate,218 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001088.jpg,,
FL,,S,R,,Marco,Rubio,,United States Senate,284 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/R/R000595.jpg,,
FL,,S,R,,Rick,Scott,,United States Senate,110 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001217.jpg,,
GA,,S,D,,Jon,Ossoff,,United States Senate,303 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/O/O000174.jpg,,
GA,,S,D,,Raphael G.,Warnock,,United States Senate,416 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/W/W000790.jpg,,
HI,,S,D,,Mazie K.,Hirono,,United States Senate,109 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H001042.jpg,,
HI,,S,D,,Brian,Schatz,,United States Senate,722 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001194.jpg,,
IA,,S,R,,Joni,Ernst,,United States Senate,260 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/E/E000295.jpg,,
IA,,S,R,,Chuck,Grassley,,United States Senate,135 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/G/G000386.jpg,,
ID,,S,R,,Mike,Crapo,,United States Senate,239 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C000880.jpg,,
ID,,S,R,,James E.,Risch,,United States Senate,483 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/R/R000584.jpg,,
IL,,S,D,,Tammy,Duckworth,,United States Senate,524 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/115/Duckworth_Tammy.jpg,,
IL,,S,D,,Richard J.,Durbin,,United States Senate,711 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/D/D000563.jpg,,
IN,,S,R,,Jim,Banks,,United States Senate,B85 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001299.jpg,,
IN,,S,R,,Todd,Young,,United States Senate,185 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/Y/Y000064.jpg,,
KS,,S,R,,Roger,Marshall,,United States Senate,479A Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/117/marshall-roger.png,,
KS,,S,R,,Jerry,Moran,,United States Senate,521 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M000934.jpg,,
KY,,S,R,,Mitch,McConnell,,United States Senate,317 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M000355.jpg,,
KY,,S,R,,Rand,Paul,MD,United States Senate,295 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/P/P000603.jpg,,
LA,,S,R,,Bill,Cassidy,,United States Senate,455 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001075.jpg,,
LA,,S,R,,John,Kennedy,,United States Senate,437 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/K/K000393.jpg,,
MA,,S,D,,Edward J.,Markey,,United States Senate,255 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M000133.jpg,,
MA,,S,D,,Elizabeth,Warren,,United States Senate,309 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/W/W000817.jpg,,
MD,,S,D,,Angela D.,Alsobrooks,,United States Senate,B40E Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/119/alsobrooks-angela-d.jpg,,
MD,,S,D,,Chris,Van Hollen,,United States Senate,730 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/V/V000128.jpg,,
ME,,S,R,,Susan M.,Collins,,United States Senate,413 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001035.jpg,,
ME,,S,I,,Angus S.,King,Jr.,United States Senate,133 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/K/K000383.jpg,,
MI,,S,D,,Gary C.,Peters,,United States Senate,724 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/P/P000595.jpg,,
MI,,S,D,,Elissa,Slotkin,,United States Senate,825B Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001208.jpg,,
MN,,S,D,,Amy,Klobuchar,,United States Senate,425 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/K/K000367.jpg,,
MN,,S,D,,Tina,Smith,,United States Senate,720 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/MN/graphics/Smith_Tina_state.jpg,,
MO,,S,R,,Josh,Hawley,,United States Senate,115 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H001089.jpg,,
MO,,S,R,,Eric,Schmitt,,United States Senate,387 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001227.jpg,,
MS,,S,R,,Cindy,Hyde-Smith,,United States Senate,702 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H001079.jpg,,
MS,,S,R,,Roger F.,Wicker,,United States Senate,425 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/MS/graphics/WickerRoger.jpg,,
MT,,S,R,,Steve,Daines,,United States Senate,320 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/D/D000618.jpg,,
MT,,S,R,,Tim,Sheehy,,United States Senate,G55 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001232.jpg,,
NC,,S,R,,Ted,Budd,,United States Senate,304 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/118/budd.png,,
NC,,S,R,,Thom,Tillis,,United States Senate,113 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/T/T000476.jpg,,
ND,,S,R,,Kevin,Cramer,,United States Senate,313 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/116/CramerKevin.jpg,,
ND,,S,R,,John,Hoeven,,United States Senate,338 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H001061.jpg,,
NE,,S,R,,Deb,Fischer,,United States Senate,448 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/F/F000463.jpg,,
NE,,S,R,,Pete,Ricketts,,United States Senate,139 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/118/ricketts.jpg,,
NH,,S,D,,Margaret Wood,Hassan,,United States Senate,324 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/115/Hassan_Maggie.jpg,,
NH,,S,D,,Jeanne,Shaheen,,United States Senate,506 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S001181.jpg,,
NJ,,S,D,,Cory A.,Booker,,United States Senate,717 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001288.jpg,,
NJ,,S,D,,Andy,Kim,,United States Senate,B40D Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/K/K000394.jpg,,
NM,,S,D,,Martin,Heinrich,,United States Senate,709 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H001046.jpg,,
NM,,S,D,,Ben Ray,Lujan,,United States Senate,498 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/L/L000570.jpg,,
NV,,S,D,,Catherine,Cortez Masto,,United States Senate,520 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001113.jpg,,
NV,,S,D,,Jacky,Rosen,,United States Senate,713 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/R/R000608.jpg,,
NY,,S,D,,Kirsten E.,Gillibrand,,United States Senate,478 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/G/G000555.jpg,,
NY,,S,D,,Charles E.,Schumer,,United States Senate,322 Hart Senate Office Building,Washington,DC,20510,Senator,Senate Manority Leader,,https://bioguide.congress.gov/bioguide/photo/S/S000148.jpg,,
OH,,S,R,,Bernie,Moreno,,United States Senate,B33 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/119/moreno-bernie.jpg,,
OK,,S,R,,James,Lankford,,United States Senate,316 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/L/L000575.jpg,,
OK,,S,R,,Markwayne,Mullin,,United States Senate,330 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/118/mullin.png,,
OR,,S,D,,Jeff,Merkley,,United States Senate,531 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M001176.jpg,,
OR,,S,D,,Ron,Wyden,,United States Senate,221 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/W/W000779.jpg,,
PA,,S,D,,John,Fetterman,,United States Senate,142 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/F/F000479.jpg,,
PA,,S,R,,David,McCormick,,United States Senate,B40C Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M001243.jpg,,
RI,,S,D,,Jack,Reed,,United States Senate,728 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/R/R000122.jpg,,
RI,,S,D,,Sheldon,Whitehouse,,United States Senate,530 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/W/W000802.jpg,,
SC,,S,R,,Lindsey,Graham,,United States Senate,211 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/G/G000359.jpg,,
SC,,S,R,,Tim,Scott,,United States Senate,104 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/113/Scott_Tim.jpg,,
SD,,S,R,,Mike,Rounds,,United States Senate,716 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/R/R000605.jpg,,
SD,,S,R,,John,Thune,,United States Senate,511 Dirksen Senate Office Building,Washington,DC,20510,Senator,Senate Majority Leader,,https://bioguide.congress.gov/bioguide/photo/T/T000250.jpg,,
TN,,S,R,,Marsha,Blackburn,,United States Senate,357 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001243.jpg,,
TN,,S,R,,Bill,Hagerty,,United States Senate,251 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/H/H000601.jpg,,
TX,,S,R,,John,Cornyn,,United States Senate,517 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001056.jpg,,
TX,,S,R,,Ted,Cruz,,United States Senate,167 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001098.jpg,,
UT,,S,R,,John R.,Curtis,,United States Senate,B11 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001114.jpg,,
UT,,S,R,,Mike,Lee,,United States Senate,363 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/L/L000577.jpg,,
VA,,S,D,,Tim,Kaine,,United States Senate,231 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/K/K000384.jpg,,
VA,,S,D,,Mark R.,Warner,,United States Senate,703 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/W/W000805.jpg,,
VT,,S,I,,Bernard,Sanders,,United States Senate,332 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/S/S000033.jpg,,
VT,,S,D,,Peter,Welch,,United States Senate,124 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://www.senate.gov/states/graphics/118/welch.png,,
WA,,S,D,,Maria,Cantwell,,United States Senate,511 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C000127.jpg,,
WA,,S,D,,Patty,Murray,,United States Senate,154 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/M/M001111.jpg,,
WI,,S,D,,Tammy,Baldwin,,United States Senate,141 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001230.jpg,,
WI,,S,R,,Ron,Johnson,,United States Senate,328 Hart Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/J/J000293.jpg,,
WV,,S,R,,Shelley Moore,Capito,,United States Senate,170 Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/C/C001047.jpg,,
WY,,S,R,,John,Barrasso,,United States Senate,307 Dirksen Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/B/B001261.jpg,,
WY,,S,R,,Cynthia M.,Lummis,,United States Senate,127A Russell Senate Office Building,Washington,DC,20510,Senator,,,https://bioguide.congress.gov/bioguide/photo/L/L000571.jpg,,
AK,,S,R,,Nicholas J.,Begich,III,U.S. House of Representatives,153 Cannon House Office Building,Washington,DC,20515-0200,Representative,,,https://clerk.house.gov/images/members/B001323.jpg,,
AL,1,,R,,Barry,Moore,,U.S. House of Representatives,1511 Longworth House Office Building,Washington,DC,20515-0101,Representative,,,https://clerk.house.gov/images/members/M001212.jpg,,
AL,2,,D,,Shomari,Figures,,U.S. House of Representatives,225 Cannon House Office Building,Washington,DC,20515-0102,Representative,,,https://clerk.house.gov/images/members/F000481.jpg,,
AL,3,,R,,Mike,Rogers,,U.S. House of Representatives,2469 Rayburn House Office Building,Washington,DC,20515-0103,Representative,,,https://clerk.house.gov/images/members/R000575.jpg,,
AL,4,,R,,Robert B.,Aderholt,,U.S. House of Representatives,272 Cannon House Office Building,Washington,DC,20515-0104,Representative,,,https://clerk.house.gov/images/members/A000055.jpg,,
AL,5,,R,,Dale W.,Strong,,U.S. House of Representatives,449 Cannon House Office Building,Washington,DC,20515-0105,Representative,,,https://clerk.house.gov/images/members/S001220.jpg,,
AL,6,,R,,Gary J.,Palmer,,U.S. House of Representatives,170 Cannon House Office Building,Washington,DC,20515-0106,Representative,,,https://clerk.house.gov/images/members/P000609.jpg,,
AL,7,,D,,Terri A.,Sewell,,U.S. House of Representatives,1035 Longworth House Office Building,Washington,DC,20515-0107,Representative,,,https://clerk.house.gov/images/members/S001185.jpg,,
AR,1,,R,,Eric A.,Crawford,,U.S. House of Representatives,2422 Rayburn House Office Building,Washington,DC,20515-0401,Representative,,,https://clerk.house.gov/images/members/C001087.jpg,,
AR,2,,R,,J. French,Hill,,U.S. House of Representatives,1533 Longworth House Office Building,Washington,DC,20515-0402,Representative,,,https://clerk.house.gov/images/members/H001072.jpg,,
AR,3,,R,,Steve,Womack,,U.S. House of Representatives,2412 Rayburn House Office Building,Washington,DC,20515-0403,Representative,,,https://clerk.house.gov/images/members/W000809.jpg,,
AR,4,,R,,Bruce,Westerman,,U.S. House of Representatives,202 Cannon House Office Building,Washington,DC,20515-0404,Representative,,,https://clerk.house.gov/images/members/W000821.jpg,,
AS,,S,R,,Aumua Amata Coleman,Radewagen,,U.S. House of Representatives,2001 Rayburn House Office Building,Washington,DC,20515-5200,Representative,,,https://clerk.house.gov/images/members/R000600.jpg,,
AZ,1,,R,,David,Schweikert,,U.S. House of Representatives,166 Cannon House Office Building,Washington,DC,20515-0301,Representative,,,https://clerk.house.gov/images/members/S001183.jpg,,
AZ,2,,R,,Elijah,Crane,,U.S. House of Representatives,307 Cannon House Office Building,Washington,DC,20515-0302,Representative,,,https://clerk.house.gov/images/members/C001132.jpg,,
AZ,3,,D,,Yassamin,Ansari,,U.S. House of Representatives,1432 Longworth House Office Building,Washington,DC,20515-0303,Representative,,,https://clerk.house.gov/images/members/A000381.jpg,,
AZ,4,,D,,Greg,Stanton,,U.S. House of Representatives,207 Cannon House Office Building,Washington,DC,20515-0304,Representative,,,https://clerk.house.gov/images/members/S001211.jpg,,
AZ,5,,R,,Andy,Biggs,,U.S. House of Representatives,464 Cannon House Office Building,Washington,DC,20515-0305,Representative,,,https://clerk.house.gov/images/members/B001302.jpg,,
AZ,6,,R,,Juan,Ciscomani,,U.S. House of Representatives,461 Cannon House Office Building,Washington,DC,20515-0306,Representative,,,https://clerk.house.gov/images/members/C001133.jpg,,
AZ,7,,D,,Raul M.,Grijalva,,U.S. House of Representatives,1203 Longworth House Office Building,Washington,DC,20515-0307,Representative,,,https://clerk.house.gov/images/members/G000551.jpg,,
AZ,8,,R,,Abraham J.,Hamadeh,,U.S. House of Representatives,1722 Longworth House Office Building,Washington,DC,20515-0308,Representative,,,https://clerk.house.gov/images/members/H001098.jpg,,
AZ,9,,R,,Paul A.,Gosar,,U.S. House of Representatives,2057 Rayburn House Office Building,Washington,DC,20515-0309,Representative,,,https://clerk.house.gov/images/members/G000565.jpg,,
CA,1,,R,,Doug,LaMalfa,,U.S. House of Representatives,408 Cannon House Office Building,Washington,DC,20515-0501,Representative,,,https://clerk.house.gov/images/members/L000578.jpg,,
CA,2,,D,,Jared,Huffman,,U.S. House of Representatives,2330 Rayburn House Office Building,Washington,DC,20515-0502,Representative,,,https://clerk.house.gov/images/members/H001068.jpg,,
CA,3,,R,,Kevin,Kiley,,U.S. House of Representatives,2445 Rayburn House Office Building,Washington,DC,20515-0503,Representative,,,https://clerk.house.gov/images/members/K000401.jpg,,
CA,4,,D,,Mike,Thompson,,U.S. House of Representatives,268 Cannon House Office Building,Washington,DC,20515-0504,Representative,,,https://clerk.house.gov/images/members/T000460.jpg,,
CA,5,,R,,Tom,McClintock,,U.S. House of Representatives,2256 Rayburn House Office Building,Washington,DC,20515-0505,Representative,,,https://clerk.house.gov/images/members/M001177.jpg,,
CA,6,,D,,Ami,Bera,,U.S. House of Representatives,172 Cannon House Office Building,Washington,DC,20515-0506,Representative,,,https://clerk.house.gov/images/members/B001287.jpg,,
CA,7,,D,,Doris O.,Matsui,,U.S. House of Representatives,2206 Rayburn House Office Building,Washington,DC,20515-0507,Representative,,,https://clerk.house.gov/images/members/M001163.jpg,,
CA,8,,D,,John,Garamendi,,U.S. House of Representatives,2428 Rayburn House Office Building,Washington,DC,20515-0508,Representative,,,https://clerk.house.gov/images/members/G000559.jpg,,
CA,9,,D,,Josh,Harder,,U.S. House of Representatives,209 Cannon House Office Building,Washington,DC,20515-0509,Representative,,,https://clerk.house.gov/images/members/H001090.jpg,,
CA,10,,D,,Mark,DeSaulnier,,U.S. House of Representatives,2134 Rayburn House Office Building,Washington,DC,20515-0510,Representative,,,https://clerk.house.gov/images/members/D000623.jpg,,
CA,11,,D,,Nancy,Pelosi,,U.S. House of Representatives,1236 Longworth House Office Building,Washington,DC,20515-0511,Representative,,,https://clerk.house.gov/images/members/P000197.jpg,,
CA,12,,D,,Lateefah,Simon,,U.S. House of Representatives,1023 Longworth House Office Building,Washington,DC,20515-0512,Representative,,,https://clerk.house.gov/images/members/S001231.jpg,,
CA,13,,D,,Adam,Gray,,U.S. House of Representatives,1230 Longworth House Office Building,Washington,DC,20515-0513,Representative,,,https://clerk.house.gov/images/members/G000605.jpg,,
CA,14,,D,,Eric,Swalwell,,U.S. House of Representatives,174 Cannon House Office Building,Washington,DC,20515-0514,Representative,,,https://clerk.house.gov/images/members/S001193.jpg,,
CA,15,,D,,Kevin,Mullin,,U.S. House of Representatives,1404 Longworth House Office Building,Washington,DC,20515-0515,Representative,,,https://clerk.house.gov/images/members/M001225.jpg,,
CA,16,,D,,Sam T.,Liccardo,,U.S. House of Representatives,1117 Longworth House Office Building,Washington,DC,20515-0516,Representative,,,https://clerk.house.gov/images/members/L000607.jpg,,
CA,17,,D,,Ro,Khanna,,U.S. House of Representatives,306 Cannon House Office Building,Washington,DC,20515-0517,Representative,,,https://clerk.house.gov/images/members/K000389.jpg,,
CA,18,,D,,Zoe,Lofgren,,U.S. House of Representatives,1401 Longworth House Office Building,Washington,DC,20515-0518,Representative,,,https://clerk.house.gov/images/members/L000397.jpg,,
CA,19,,D,,Jimmy,Panetta,,U.S. House of Representatives,200 Cannon House Office Building,Washington,DC,20515-0519,Representative,,,https://clerk.house.gov/images/members/P000613.jpg,,
CA,20,,R,,Vince,Fong,,U.S. House of Representatives,243 Cannon House Office Building,Washington,DC,20515-0520,Representative,,,https://clerk.house.gov/images/members/F000480.jpg,,
CA,21,,D,,Jim,Costa,,U.S. House of Representatives,2081 Rayburn House Office Building,Washington,DC,20515-0521,Representative,,,https://clerk.house.gov/images/members/C001059.jpg,,
CA,22,,R,,David G.,Valadao,,U.S. House of Representatives,2465 Rayburn House Office Building,Washington,DC,20515-0522,Representative,,,https://clerk.house.gov/images/members/V000129.jpg,,
