ï»¿State,Â Rep District,Senate District,Party,Prefix,First Name,Last Name,Suffix,Office Street Address,Office Street Address 2,City,State,Zip,Title,Photo URL
NC,26,,R,Mr.,Donna,McDowell White,,300 N. Salisbury Street, Rm. 306A2,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/728/Low
NC,27,,D,Ms.,Michael H.,Wray,,16 West Jones Street, Rm. 2123,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/481/Low
NC,28,,R,Mr.,Larry C.,Strickland,,300 N. Salisbury Street, Rm. 533,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/727/Low
NC,29,,D,Mr.,Vernetta,Alston,Â ,300 N. Salisbury Street, Rm. 501,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/765/Low
NC,30,,D,Ms.,Marcia,Morey,,16 West Jones Street, Rm. 1109,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/732/Low
NC,31,,D,Mr.,Zack,Hawkins,,16 West Jones Street, Rm. 1307,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/742/Low
NC,32,,D,Mr.,Terry E.,Garrison,,300 N. Salisbury Street, Rm. 610,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/718/Low
NC,33,,D,Ms.,Rosa U.,Gill,,16 West Jones Street, Rm. 1303,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/597/Low
NC,34,,D,Mr.,Grier,Martin,,16 West Jones Street, Rm. 1023,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/487/Low
NC,35,,D,Mr.,Terence,Everitt,,16 West Jones Street, Rm. 1301,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/741/Low
NC,36,,D,Ms.,Julie,von Haefen,,16 West Jones Street, Rm. 1311,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/758/Low
NC,37,,D,Ms.,Sydney,Batch,,16 West Jones Street, Rm. 1209,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/736/Low
NC,38,,D,Ms.,Yvonne,Lewis Holley,,16 West Jones Street, Rm. 1219,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/650/Low
NC,39,,D,Mr.,Darren G.,Jackson,,300 N. Salisbury Street, Rm. 506,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/595/Low
NC,40,,D,Mr.,Joe,John,,16 West Jones Street, Rm. 1013,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/722/Low
NC,41,,D,Ms.,Gale,Adcock,,16 West Jones Street, Rm. 1213,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/688/Low
NC,42,,D,Mr.,Marvin W.,Lucas,,300 N. Salisbury Street, Rm. 402,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/216/Low
NC,43,,D,Mr.,Elmer,Floyd,,16 West Jones Street, Rm. 1325,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/583/Low
NC,44,,D,Mr.,William O.,Richardson,,16 West Jones Street, Rm. 1021,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/702/Low
NC,45,,R,Mr.,John,Szoka,,16 West Jones Street, Rm. 2207,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/662/Low
NC,46,,R,Mr.,Brenden H.,Jones,,16 West Jones Street, Rm. 1227,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/723/Low
NC,47,,D,Mr.,Charles,Graham,,16 West Jones Street, Rm.1309,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/615/Low
NC,48,,D,Mr.,Garland E.,Pierce,,16 West Jones Street, Rm. 1204,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/497/Low
NC,49,,D,Ms.,Cynthia,Ball,,16 West Jones Street, Rm. 1004,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/711/Low
NC,50,,D,Mr.,Graig R.,Meyer,,16 West Jones Street, Rm. 1017,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/683/Low
NC,51,,R,Mr.,John,Sauls,,300 N. Salisbury Street, Rm. 408,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/393/Low
NC,52,,R,Mr.,James L.,Boles,Jr.,300 N. Salisbury Street, Rm. 528,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/581/Low
NC,53,,,,Vacant,Seat,,Â ,,,,,Representative,Â 
NC,54,,D,Mr.,Robert T.,Reives,II,16 West Jones Street, Rm. 1323,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/684/Low
NC,55,,R,Mr.,Mark,Brody,,300 N. Salisbury Street, Rm. 416B,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/663/Low
NC,56,,D,Ms.,Verla,Insko,,300 N. Salisbury Street, Rm. 503,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/46/Low
NC,57,,D,Ms.,Ashton,Wheeler Clemmons,,16 West Jones Street, Rm. 1211,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/739/Low
NC,58,,D,Mr.,Amos L.,Quick,III,300 N. Salisbury Street, Rm. 510,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/725/Low
NC,59,,R,Mr.,Jon,Hardister,,300 N. Salisbury Street, Rm. 638,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/645/Low
NC,60,,D,Mr.,Cecil,Brockman,,16 West Jones Street, Rm. 2119,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/691/Low
NC,61,,D,Ms.,Pricey,Harrison,,16 West Jones Street, Rm. 1218,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/504/Low
NC,62,,R,Mr.,John,Faircloth,,300 N. Salisbury Street, Rm. 613,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/603/Low
NC,63,,R,Mr.,Stephen M.,Ross,,16 West Jones Street, Rm. 1229,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/664/Low
NC,64,,R,Mr.,Dennis,Riddell,,300 N. Salisbury Street, Rm. 416A,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/665/Low
NC,65,,R,Mr.,Jerry,Carter,,300 N. Salisbury Street, Rm. 418B,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/737/Low
NC,66,,D,Mr.,Scott T.,Brewer,,300 N. Salisbury Street, Rm. 542,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/760/Low
NC,67,,R,Mr.,Wayne,Sasser,,300 N. Salisbury Street, Rm. 418A,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/754/Low
NC,68,,R,Mr.,D. Craig,Horn,,300 N. Salisbury Street, Rm. 305,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/604/Low
NC,69,,R,Mr.,Dean,Arp,,300 N. Salisbury Street, Rm. 307A,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/640/Low
NC,70,,R,Ms.,Pat B.,Hurley,,300 N. Salisbury Street, Rm. 532,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/560/Low
NC,71,,D,Ms.,Evelyn,Terry,,300 N. Salisbury Street, Rm. 514,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/676/Low
NC,72,,D,Mr.,Derwin L.,Montgomery,,16 West Jones Street, Rm. 1006,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/734/Low
NC,73,,R,Mr.,Lee,Zachary,,300 N. Salisbury Street, Rm. 420,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/695/Low
NC,74,,R,Mr.,Wes,Schollander,Â ,300 N. Salisbury Street, Rm. 635,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/767/Low
NC,75,,R,Mr.,Donny,Lambeth,,300 N. Salisbury Street, Rm. 303,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/646/Low
NC,76,,R,Mr.,Harry,Warren,,300 N. Salisbury Street, Rm. 611,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/630/Low
NC,77,,R,Ms.,Julia C.,Howard,,300 N. Salisbury Street, Rm. 302,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/53/Low
NC,78,,R,Mr.,Allen,McNeill,,300 N. Salisbury Street, Rm. 411,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/635/Low
NC,79,,R,Mr.,Keith,Kidwell,,16 West Jones Street, Rm. 2213,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/749/Low
NC,80,,R,Mr.,Steve,Jarvis,,300 N. Salisbury Street, Rm. 306C,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/748/Low
NC,81,,R,Mr.,Larry W.,Potts,,300 N. Salisbury Street, Rm. 307C,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/724/Low
NC,82,,R,Ms.,Kristin,Baker,Â ,300 N. Salisbury Street, 306A3,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/764/Low
NC,83,,R,Mr.,Larry G.,Pittman,,16 West Jones Street, Rm. 1010,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/633/Low
NC,84,,R,Mr.,Jeffrey C.,McNeely,,300 N. Salisbury Street, Rm. 606,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/761/Low
NC,85,,R,Mr.,Josh,Dobson,,300 N. Salisbury Street, Rm. 307B,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/681/Low
NC,86,,R,Mr.,Hugh,Blackwell,,300 N. Salisbury Street, Rm. 541,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/580/Low
NC,87,,R,Mr.,Destin,Hall,,16 West Jones Street, Rm. 2301,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/719/Low
NC,88,,D,Ms.,Mary,Belk,,16 West Jones Street, Rm. 1313,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/713/Low
NC,89,,R,Mr.,Mitchell S.,Setzer,,16 West Jones Street, Rm. 2204,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/149/Low
NC,90,,R,Ms.,Sarah,Stevens,,300 N. Salisbury Street, Rm. 419,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/592/Low
NC,91,,R,Mr.,Kyle,Hall,,300 N. Salisbury Street, Rm. 529,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/704/Low
NC,92,,D,Mr.,Chaz,Beasley,,300 N. Salisbury Street, Rm. 403,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/712/Low
NC,93,,D,Mr.,C. Ray,Russell,,16 West Jones Street, Rm. 1421,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/753/Low
NC,94,,R,Mr.,Jeffrey,Elmore,,300 N. Salisbury Street, Rm. 301D,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/643/Low
NC,95,,R,Mr.,John A.,Fraley,,300 N. Salisbury Street, Rm. 637,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/686/Low
NC,96,,R,Mr.,Jay,Adams,,300 N. Salisbury Street, Rm. 301N,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/697/Low
NC,97,,R,Mr.,Jason,Saine,,16 West Jones Street, Rm. 1326,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/632/Low
NC,98,,D,Ms.,Christy,Clark,,16 West Jones Street, Rm. 1319,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/738/Low
NC,99,,D,Mr.,Nasif,Majeed,,16 West Jones Street, Rm. 1008,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/752/Low
NC,100,,D,Mr.,John,Autry,,16 West Jones Street, Rm.1019,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/710/Low
NC,101,,D,Ms.,Carolyn G.,Logan,,300 N. Salisbury Street, Rm. 603,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/750/Low
NC,102,,D,Ms.,Becky,Carney,,16 West Jones Street, Rm. 1221,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/322/Low
NC,103,,D,Ms.,Rachel,Hunt,,16 West Jones Street, Rm. 1111,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/759/Low
NC,104,,D,Mr.,Brandon,Lofton,,16 West Jones Street, Rm. 1317,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/751/Low
NC,105,,D,Mr.,Wesley,Harris,PhD,16 West Jones Street, Rm. 1321,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/746/Low
NC,106,,D,Ms.,Carla D.,Cunningham,,300 N. Salisbury Street, Rm. 609,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/642/Low
NC,107,,D,Mr.,Kelly M.,Alexander,Jr.,300 N. Salisbury Street, Rm. 404,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/579/Low
NC,108,,R,Mr.,John A.,Torbett,,300 N. Salisbury Street, Rm. 538,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/606/Low
NC,109,,R,Mr.,Dana,Bumgardner,,16 West Jones Street, Rm. 1206,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/659/Low
NC,110,,R,Mr.,Kelly E.,Hastings,,16 West Jones Street, Rm. 2208,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/618/Low
NC,111,,R,Mr.,Tim,Moore,,16 West Jones Street, Rm. 2304,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/339/Low
NC,112,,R,Mr.,David,Rogers,,300 N. Salisbury Street, Rm. 418C,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/707/Low
NC,113,,R,Mr.,Jake,Johnson,Â ,300 N. Salisbury Street,Rm. 602,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/762/Low
NC,114,,D,Ms.,Susan C.,Fisher,,300 N. Salisbury Street, Rm. 504,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/463/Low
NC,115,,D,mr.,John,Ager,,300 N. Salisbury Street, Rm. 509,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/689/Low
NC,116,,D,Mr.,Brian,Turner,,16 West Jones Street, Rm. 1217,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/696/Low
NC,117,,R,Mr.,Chuck,McGrady,,300 N. Salisbury Street, Rm. 304,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/605/Low
NC,118,,R,Ms.,Michele D.,Presnell,,300 N. Salisbury Street, Rm. 306B2,Raleigh,NC,27603-5925,Representative,https://www.ncleg.gov/Members/MemberImage/H/670/Low
NC,119,,D,Mr.,Joe Sam,Queen,,16 West Jones Street, Rm. 1002,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/669/Low
NC,120,,R,Mr.,Kevin,Corbin,,16 West Jones Street, Rm. 2215,Raleigh,NC,27601-1096,Representative,https://www.ncleg.gov/Members/MemberImage/H/716/Low
SC,,1,R,Mr.,Thomas C.,Alexander,,313 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0013636362.jpg
SC,,2,R,Mr.,Rex F.,Rice,,601 Gressette Bldg,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1547727087.jpg
SC,,3,R,Mr.,Richard J.,Cash,,506 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0328409052.jpg
SC,,4,R,Mr.,Michael W.,Gambrell,,610 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0635227197.jpg
SC,,5,R,Mr.,Thomas D.,Corbin,,501 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0402272679.jpg
SC,,6,R,Mr.,Dwight A.,Loftis,,501 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1111363503.jpg
SC,,7,D,Mr.,Karl B.,Allen,,602 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0015340908.jpg
SC,,8,R,Mr.,Ross,Turner,,512 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1847727051.jpg
SC,,9,R,Mr.,Daniel B.,Verdin,III,412 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1874999775.jpg
SC,,10,D,Mr.,Floyd,Nicholson,,610 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1419318012.jpg
SC,,11,D,Mr.,Glenn G.,Reese,,502 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1527272544.jpg
SC,,12,R,Mr.,Scott,Talley,,612 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1784090695.jpg
SC,,13,R,Mr.,Shane R.,Martin,,211 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1179545313.jpg
SC,,14,R,Mr.,Harvey S.,Peeler,Jr.,213 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1454545280.jpg
SC,,15,R,Mr.,Wes,Climer,,604 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0356818139.jpg
SC,,16,R,Mr.,Chauncey K.,Gregory,,512 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0711363551.jpg
SC,,17,D,Mr.,Mike ,Fanning,,606 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0556818115.jpg
SC,,18,R,Mr.,Ronnie W.,Cromer,,410 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0438636311.jpg
SC,,19,D,Mr.,John L.,Scott,Jr.,506 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1640908894.jpg
SC,,20,D,Mr.,Richard A.,Harpootlian,,602 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0747159001.jpg
SC,,21,D,Mr.,Darrell,Jackson,,612 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0920454435.jpg
SC,,22,D,Ms,Mia S. ,McLeod,,613 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0279545421.jpg
SC,,23,R,Ms,Katrina,Frye Shealy,,303 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1656817983.jpg
SC,,24,R,Mr.,Tom,Young,Jr.,608 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1996590730.jpg
SC,,25,R,Mr.,A. Shane,Massey,,311 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1185227131.jpg
SC,,26,D,Mr.,Nikki G.,Setzler,,510 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1649999802.jpg
SC,,27,D,Mr.,Vincent A.,Sheheen,,504 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1665908891.jpg
SC,,28,R,Mr.,Greg,Hembree,,404 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0819318084.jpg
SC,,29,D,Mr.,Gerald,Malloy,,513 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1131533956.jpg
SC,,30,D,Mr.,Kent M.,Williams,,608 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1938636131.jpg
SC,,31,R,Mr.,Hugh K.,Leatherman,Sr.,111 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1068181690.jpg
SC,,32,D,Mr.,Ronnie A.,Sabb,,504 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1617045261.jpg
SC,,33,R,Mr.,Luke A.,Rankin,,101 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1511363455.jpg
SC,,34,R,Mr.,Stephen L.,Goldfinch,,513 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0682386282.jpg
SC,,35,D,Mr.,J. Thomas,McElveen,III,508 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1234090761.jpg
SC,,36,D,Mr.,Kevin L.,Johnson,,606 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0947727159.jpg
SC,,37,R,Mr.,Lawrence K.,Grooms,,203 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0729545367.jpg
SC,,38,R,Mr.,Sean M.,Bennett,,205 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0141193165.jpg
SC,,39,D,Mr.,John W.,Matthews,Jr.,613 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1186363494.jpg
SC,,40,D,Mr.,Brad,Hutto,,510 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0912499891.jpg
SC,,41,R,Ms,Sandy,Senn,,601 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/1649431621.jpg
SC,,42,D,Mr.,Marlon E.,Kimpson,,508 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0994318063.jpg
SC,,43,R,Mr.,George E.,Campsen,III,305 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0302272691.jpg
SC,,44,R,Mr.,Paul G.,Campbell,Jr.,402 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0301136328.jpg
SC,,45,D,Ms,Margie Bright,Matthews,,502 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0194318159.jpg
SC,,46,R,Mr.,Tom,Davis,,604 Gressette Bldg.,,Columbia,SC,29201,Senator,https://www.scstatehouse.gov/images/members/0456818127.jpg
SC,1,,R,Mr.,William R.,Whitmire,,436C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1914204316.jpg
SC,2,,R,Mr.,William E.,Sandifer,III,407 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1629545259.jpg
SC,3,,R,Mr.,Gary E.,Clary,,402D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0353551095.jpg
SC,4,,R,Mr.,David R.,Hiott,,411 Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0848863535.jpg
SC,5,,R,Mr.,Neal A.,Collins,,418C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0388636317.jpg
SC,6,,R,Mr.,W. Brian,White,,436D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1911363407.jpg
SC,7,,R,Mr.,John Taliaferro ,West,IV,404A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1903408863.jpg
SC,8,,R,Mr.,Jonathon D.,Hill,,434C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0835227173.jpg
SC,9,,R,Ms.,Anne J.,Thayer,,436B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1812499783.jpg
SC,10,,R,Mr.,Westley P.,Cox,,434A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0428693131.jpg
SC,11,,R,Mr.,Craig A.,Gagnon,,436A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0632954470.jpg
SC,12,,D,Ms.,J. Anne,Parks,,434D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1434090737.jpg
SC,13,,R,Mr.,John R.,McCravy,III,420B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1217045309.jpg
SC,14,,R,Mr.,Stewart O.,Jones,,420A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0952272613.jpg
SC,15,,D,Mr.,JA ,Moore,,432A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1356818019.jpg
SC,16,,R,Mr.,Mark N.,Willis,,326C Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1942613404.jpg
SC,17,,R,Mr.,James Mikell ,Burns,,326B Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0257954515.jpg
SC,18,,R,Mr.,Tommy M.,Stringer,,312A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1774999787.jpg
SC,19,,R,Mr.,Patrick B.,Haddon,,320A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0733806731.jpg
SC,20,,R,Mr.,Adam M.,Morgan,,314A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/1370454381.jpg
SC,21,,R,Mr.,Bobby J.,Cox,,312A Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0427840858.jpg
SC,22,,R,Mr.,Jason ,Elliott,,312D Blatt Bldg.,,Columbia,SC,29201,Representative,https://www.scstatehouse.gov/images/members/0529545391.jpg
